fp	LawNum	LawTitle	LawType	Era	Year	Num
昭和29年/329AC0000000115_20200401_430AC0000000071.xml	昭和二十九年法律第百十五号	厚生年金保険法	Act	Showa	29	115
平成20年/420CO0000000283_20150801_000000000000000.xml	平成二十年政令第二百八十三号	全国健康保険協会の設立に伴う関係政令の整備等及び経過措置に関する政令　抄	CabinetOrder	Heisei	20	283
昭和24年/324M50010000075_20200401_501M60000200028.xml	昭和二十四年農林省令第七十五号	土地改良法施行規則	MinisterialOrdinance	Showa	24	75
平成7年/407M50000100060_20191214_501M60000100079.xml	平成七年厚生省令第六十号	医師法、歯科医師法、保健師助産師看護師法及び薬剤師法意見の聴取等手続規則	MinisterialOrdinance	Heisei	7	60
平成19年/419AC1000000051_20200228_501AC0000000016.xml	平成十九年法律第五十一号	日本国憲法の改正手続に関する法律　抄	Act	Heisei	19	51
平成7年/407M50000002031_20190701_501M60002000004.xml	平成七年総理府令第三十一号	沖縄県における駐留軍用地跡地の有効かつ適切な利用の推進に関する特別措置法に基づく給付金及び特定給付金の支給に関する省令	MinisterialOrdinance	Heisei	07	31
昭和27年/327CO0000000428_20150801_000000000000000.xml	昭和二十七年政令第四百二十八号	在外公館に勤務する外務公務員の特殊語学手当に関する政令	CabinetOrder	Showa	27	428
昭和8年/308M10000010038_20170401_999M10000010038.xml	昭和八年司法省令第三十八号	昭和八年司法省令第三十八号（手形法第八十三条及小切手法第六十九条ノ規定ニ依ル手形交換所ヲ指定スル省令）	MinisterialOrdinance	Showa	08	38
昭和26年/326M50004800002_20161001_000000000000000.xml	昭和二十六年運輸省・建設省令第二号	自動車道事業規則	MinisterialOrdinance	Showa	26	2
昭和47年/347M50000800030_20161001_000000000000000.xml	昭和四十七年運輸省令第三十号	沖縄の復帰に伴う運輸省令の適用の特別措置等に関する省令	MinisterialOrdinance	Showa	47	030
平成8年/408AC0000000047_20200401_501AC0000000031.xml	平成八年法律第四十七号	木材の安定供給の確保に関する特別措置法	Act	Heisei	08	47
平成16年/416AC0000000115_20150801_000000000000000.xml	平成十六年法律第百十五号	国際人道法の重大な違反行為の処罰に関する法律	Act	Heisei	16	115
平成20年/420M60000440003_20161001_000000000000000.xml	平成二十年財務省・経済産業省令第三号	電子情報処理組織による輸出入等関連業務の処理等に関する法律施行令第一条第五項第一号の申請等又は処分通知等を定める省令	MinisterialOrdinance	Heisei	20	3
平成15年/415M60000180003_20161001_000000000000000.xml	平成十五年文部科学省・厚生労働省令第三号	児童福祉法第二十一条の九に規定する主務省令で定める事業等のうち文部科学大臣の所管するものを定める省令	MinisterialOrdinance	Heisei	15	3
昭和22年/322CO0000000225_20190401_430CO0000000359.xml	昭和二十二年政令第二百二十五号	災害救助法施行令	CabinetOrder	Showa	22	225
平成29年/429M60000080033_20190813_501M60000080011.xml	平成二十九年文部科学省令第三十三号	専門職大学設置基準	MinisterialOrdinance	Heisei	29	033
昭和31年/331AC0000000114_20200401_429AC0000000045.xml	昭和三十一年法律第百十四号	国の債権の管理等に関する法律	Act	Showa	31	114
昭和28年/328M50000100040_20190507_501M60000100001.xml	昭和二十八年厚生省令第四十号	戦傷病者戦没者遺族等援護法の一部を改正する法律により増額される障害年金及び遺族年金の額の改定に関する省令	MinisterialOrdinance	Showa	28	40
昭和59年/359CO0000000319_20180615_430CO0000000021.xml	昭和五十九年政令第三百十九号	風俗営業等の規制及び業務の適正化等に関する法律施行令	CabinetOrder	Showa	59	319
平成25年/425M60000800032_20190701_501M60000800020.xml	平成二十五年国土交通省令第三十二号	船員の労働条件等の検査等に関する規則	MinisterialOrdinance	Heisei	25	032
昭和36年/336CO0000000346_20160401_428CO0000000027.xml	昭和三十六年政令第三百四十六号	農業近代化資金融通法施行令	CabinetOrder	Showa	36	346
平成13年/413M60000400101_20161001_000000000000000.xml	平成十三年経済産業省令第百一号	独立行政法人経済産業研究所の業務運営、財務及び会計並びに人事管理に関する省令	MinisterialOrdinance	Heisei	13	101
昭和22年/322AC0000000081_20150801_000000000000000.xml	昭和二十二年法律第八十一号	議院に出頭する証人等の旅費及び日当に関する法律	Act	Showa	22	81
平成21年/421AC0000000072_20160401_426AC0000000072.xml	平成二十一年法律第七十二号	エネルギー供給事業者による非化石エネルギー源の利用及び化石エネルギー原料の有効な利用の促進に関する法律	Act	Heisei	21	72
平成17年/417M60000a08003_20161001_000000000000000.xml	平成十七年総務省・農林水産省・国土交通省令第三号	離島振興法施行令第二条第二項の額の算定に関する省令	MinisterialOrdinance	Heisei	17	3
平成6年/406M50000010002_20161001_000000000000000.xml	平成六年法務省令第二号	検察庁法施行令第二条第一項第十三号から第十六号までの検察官の職務と密接な関連を有する職を定める省令	MinisterialOrdinance	Heisei	06	2
平成3年/403M50002400003_20161001_000000000000000.xml	平成三年通商産業省・労働省令第三号	中小企業における労働力の確保及び良好な雇用の機会の創出のための雇用管理の改善の促進に関する法律施行規則	MinisterialOrdinance	Heisei	03	3
平成11年/411AC0000000165_20160401_427AC0000000051.xml	平成十一年法律第百六十五号	独立行政法人国立特別支援教育総合研究所法	Act	Heisei	11	165
平成30年/430M60000410001_20180601_000000000000000.xml	平成三十年法務省・経済産業省令第一号	割賦販売法の一部を改正する法律附則第五条第三項の規定による営業保証金の取戻し等に関する省令	MinisterialOrdinance	Heisei	30	001
昭和24年/324M50000001039_20161001_000000000000000.xml	昭和二十四年法務府令第三十九号	不動産登記嘱託職員を指定する府令	MinisterialOrdinance	Showa	24	039
昭和27年/327CO0000000261_20150801_000000000000000.xml	昭和二十七年政令第二百六十一号	道路交通事業抵当法施行令	CabinetOrder	Showa	27	261
平成13年/413M60000200049_20190527_501M60000200005.xml	平成十三年農林水産省令第四十九号	国立研究開発法人水産研究・教育機構の業務運営、財務及び会計並びに人事管理に関する省令	MinisterialOrdinance	Heisei	13	49
昭和43年/343CO0000000322_20150801_000000000000000.xml	昭和四十三年政令第三百二十二号	観光施設財団抵当法第二条の観光施設を定める政令	CabinetOrder	Showa	43	322
昭和27年/327AC0000000113_20180401_429AC0000000004.xml	昭和二十七年法律第百十三号	日本国とアメリカ合衆国との間の相互協力及び安全保障条約第六条に基づく施設及び区域並びに日本国における合衆国軍隊の地位に関する協定の実施に伴う国税通則法等の臨時特例に関する法律	Act	Showa	27	113
平成24年/424CO0000000189_20150801_000000000000000.xml	平成二十四年政令第百八十九号	東日本大震災に伴う国民年金法第三十条の四の規定による障害基礎年金の支給停止等に係る平成二十三年の所得の額の計算方法の特例に関する政令	CabinetOrder	Heisei	24	189
平成10年/410RJNJ10011000_20170401_999RJNJ10011000.xml	平成十年人事院規則一〇―一一	人事院規則一〇―一一（育児又は介護を行う職員の早出遅出勤務並びに深夜勤務及び超過勤務の制限）	Rule	Heisei	10	
平成6年/406M50000100036_20161001_000000000000000.xml	平成六年厚生省令第三十六号	水道原水水質保全事業の実施の促進に関する法律施行規則	MinisterialOrdinance	Heisei	06	36
平成15年/415M60000008069_20191001_501M60000008047.xml	平成十五年総務省令第六十九号	収入印紙及び自動車重量税印紙の売りさばきに関する省令	MinisterialOrdinance	Heisei	15	069
昭和25年/325AC0000000303_20200401_430AC0000000066.xml	昭和二十五年法律第三百三号	毒物及び劇物取締法	Act	Showa	25	303
昭和50年/350M50002000003_20191030_501M60000100066.xml	昭和五十年労働省令第三号	雇用保険法施行規則	MinisterialOrdinance	Showa	50	3
平成12年/412AC0000000044_20190529_430AC0000000033.xml	平成十二年法律第四十四号	産業技術力強化法	Act	Heisei	12	44
平成26年/426AC0000000011_20200401_430AC0000000007.xml	平成二十六年法律第十一号	地方法人税法	Act	Heisei	26	11
昭和26年/326M50000800013_20191216_501M60000800045.xml	昭和二十六年運輸省令第十三号	港湾調査規則	MinisterialOrdinance	Showa	26	013
平成22年/422M60000008088_20161001_000000000000000.xml	平成二十二年総務省令第八十八号	化学物質の審査及び製造等の規制に関する法律の規定に基づく立入検査をする総務省の職員の携帯する身分を示す証明書の様式を定める省令	MinisterialOrdinance	Heisei	22	088
平成17年/417M60200000005_20190510_501M60200000001.xml	平成十七年公正取引委員会規則第五号	公正取引委員会の審査に関する規則	Rule	Heisei	17	005
平成15年/415M60000040002_20161001_000000000000000.xml	平成十五年財務省令第二号	国債の買入消却に関する省令	MinisterialOrdinance	Heisei	15	2
昭和34年/334M50000002058_20190507_501M60000800001.xml	昭和三十四年総理府令第五十八号	地下水調査作業規程準則	MinisterialOrdinance	Showa	34	058
昭和49年/349M50004000011_20180905_430M60000800067.xml	昭和四十九年建設省令第十一号	生産緑地法施行規則	MinisterialOrdinance	Showa	49	11
昭和22年/322AC0000000125_20150801_000000000000000.xml	昭和二十二年法律第百二十五号	国家賠償法	Act	Showa	22	125
平成13年/413M60001f40002_20161001_000000000000000.xml	平成十三年財務省・厚生労働省・農林水産省・経済産業省・国土交通省・環境省令第二号	食品循環資源の再生利用等の促進に関する法律に基づく再生利用事業計画の認定に関する省令	MinisterialOrdinance	Heisei	13	002
昭和46年/346CO0000000024_20150801_000000000000000.xml	昭和四十六年政令第二十四号	下請中小企業振興法施行令	CabinetOrder	Showa	46	24
平成19年/419M60002000011_20190701_501M60002000004.xml	平成十九年防衛省令第十一号	駐留軍等の再編の円滑な実施に関する特別措置法施行規則	MinisterialOrdinance	Heisei	19	11
昭和25年/325AC0000000289_20200401_429AC0000000045.xml	昭和二十五年法律第二百八十九号	鉱業法	Act	Showa	25	289
平成16年/416M60000100150_20161001_000000000000000.xml	平成十六年厚生労働省令第百五十号	心神喪失等の状態で重大な他害行為を行った者の医療及び観察等に関する法律第六条第二項の名簿及び同法第十五条第二項の名簿に関する省令	MinisterialOrdinance	Heisei	16	150
昭和27年/327AC0000000117_20160401_426AC0000000069.xml	昭和二十七年法律第百十七号	公務員等の懲戒免除等に関する法律	Act	Showa	27	117
平成8年/408M50000810001_20190701_501M60000810001.xml	平成八年法務省・運輸省令第一号	旅行業者営業保証金規則	MinisterialOrdinance	Heisei	08	001
平成19年/419M60000040039_20161001_000000000000000.xml	平成十九年財務省令第三十九号	株式会社日本政策投資銀行法附則第四条第三項の規定に基づく長期借入金の借入れに係る届出に関する省令	MinisterialOrdinance	Heisei	19	039
平成14年/414M60000008024_20161001_000000000000000.xml	平成十四年総務省令第二十四号	対象火気設備等の位置、構造及び管理並びに対象火気器具等の取扱いに関する条例の制定に関する基準を定める省令	MinisterialOrdinance	Heisei	14	024
昭和24年/324RJNJ14005000_20161001_000000000000000.xml	昭和二十四年人事院規則一四―五	人事院規則一四―五（公選による公職）	Rule	Showa	24	
平成17年/417M60000010025_20161001_000000000000000.xml	平成十七年法務省令第二十五号	漁業財団抵当登記規則	MinisterialOrdinance	Heisei	17	025
平成4年/404AC1000000100_20150801_000000000000000.xml	平成四年法律第百号	政治倫理の確立のための国会議員の資産等の公開等に関する法律	Act	Heisei	04	100
昭和8年/308IO0000000307_20190325_431CO0000000058.xml	昭和八年勅令第三百七号	農業動産信用法施行令	ImperialOrder	Showa	08	307
平成13年/413AC1000000064_20200401_501AC0000000025.xml	平成十三年法律第六十四号	フロン類の使用の合理化及び管理の適正化に関する法律	Act	Heisei	13	64
昭和45年/345CO0000000061_20150801_000000000000000.xml	昭和四十五年政令第六十一号	経済及び技術協力のため必要な物品等の外国政府等に対する譲与等に関する法律施行令	CabinetOrder	Showa	45	61
昭和24年/324AC0000000196_20150801_000000000000000.xml	昭和二十四年法律第百九十六号	土地改良法施行法　抄	Act	Showa	24	196
平成12年/412CO0000000295_20160701_428CO0000000248.xml	平成十二年政令第二百九十五号	中小企業政策審議会令	CabinetOrder	Heisei	12	295
昭和23年/323AC0000000039_20150801_000000000000000.xml	昭和二十三年法律第三十九号	軽犯罪法	Act	Showa	23	39
昭和24年/324M50000100037_20181211_430M60000100141.xml	昭和二十四年厚生省令第三十七号	死体解剖保存法施行規則	MinisterialOrdinance	Showa	24	37
平成30年/430CO0000000212_20180714_000000000000000.xml	平成三十年政令第二百十二号	平成三十年七月豪雨による災害についての総合法律支援法第三十条第一項第四号の規定による指定等に関する政令	CabinetOrder	Heisei	30	212
昭和42年/342M50000800084_20161001_000000000000000.xml	昭和四十二年運輸省令第八十四号	原子力船特殊規則	MinisterialOrdinance	Showa	42	84
平成11年/411M50004f02002_20190701_501M60000f02001.xml	平成十一年総理府・厚生省・農林水産省・通商産業省・運輸省・建設省令第二号	特定商取引に関する法律の規定に基づく立入検査をする職員の携帯する身分を示す証明書の様式を定める命令	MinisterialOrdinance	Heisei	11	2
昭和28年/328M50010000046_20180401_429M60000200037.xml	昭和二十八年農林省令第四十六号	森林保険法施行規則	MinisterialOrdinance	Showa	28	46
昭和7年/307AC0000000016_20150801_000000000000000.xml	昭和七年法律第十六号	昭和七年法律第十六号（国債ノ価額計算ニ関スル法律）	Act	Showa	07	16
平成25年/425AC1000000109_20170401_425AC0000000109.xml	平成二十五年法律第百九号	アルコール健康障害対策基本法	Act	Heisei	25	109
平成4年/404AC0000000086_20160401_426AC0000000083.xml	平成四年法律第八十六号	看護師等の人材確保の促進に関する法律	Act	Heisei	04	86
平成15年/415M60000008007_20161001_000000000000000.xml	平成十五年総務省令第七号	お年玉付郵便葉書等に関する法律施行規則	MinisterialOrdinance	Heisei	15	007
昭和27年/327M50001000024_20161001_000000000000000.xml	昭和二十七年郵政省令第二十四号	電波監理審議会議事規則	MinisterialOrdinance	Showa	27	024
昭和36年/336M50010002001_20190401_431M60000202001.xml	昭和三十六年総理府・農林省令第一号	北方地域旧漁業権者等に対する特別措置に関する法律施行規則	MinisterialOrdinance	Showa	36	1
昭和48年/348AC1000000110_20151002_427AC0000000078.xml	昭和四十八年法律第百十号	瀬戸内海環境保全特別措置法	Act	Showa	48	110
昭和27年/327CO0000000343_20200501_502CO0000000142.xml	昭和二十七年政令第三百四十三号	公認会計士法施行令	CabinetOrder	Showa	27	343
明治32年/132AC0000000015_20160401_426AC0000000069.xml	明治三十二年法律第十五号	供託法	Act	Meiji	32	15
昭和62年/362M50000008033_20161001_000000000000000.xml	昭和六十二年自治省令第三十三号	総合保養地域整備法第九条の地方公共団体等を定める省令	MinisterialOrdinance	Showa	62	033
平成30年/430M60000100017_20190701_501M60000100020.xml	平成三十年厚生労働省令第十七号	臨床研究法施行規則	MinisterialOrdinance	Heisei	30	017
昭和59年/359CO0000000147_20150801_000000000000000.xml	昭和五十九年政令第百四十七号	海事代理士法関係手数料令	CabinetOrder	Showa	59	147
昭和39年/339M50010000044_20161001_000000000000000.xml	昭和三十九年農林省令第四十四号	漁獲金額等の認定基準等に関する省令	MinisterialOrdinance	Showa	39	44
昭和60年/360AC0000000065_20150801_000000000000000.xml	昭和六十年法律第六十五号	基盤技術研究円滑化法	Act	Showa	60	65
昭和22年/322AC0000000217_20160401_426AC0000000069.xml	昭和二十二年法律第二百十七号	あん摩マツサージ指圧師、はり師、きゆう師等に関する法律	Act	Showa	22	217
昭和35年/335M50004000017_20171110_429M60000800067.xml	昭和三十五年建設省令第十七号	施工技術検定規則	MinisterialOrdinance	Showa	35	017
昭和46年/346M50000100002_20190701_501M60000100020.xml	昭和四十六年厚生省令第二号	建築物における衛生的環境の確保に関する法律施行規則	MinisterialOrdinance	Showa	46	002
昭和24年/324CO0000000134_20150801_000000000000000.xml	昭和二十四年政令第百三十四号	法制審議会令	CabinetOrder	Showa	24	134
平成23年/423CO0000000319_20170401_428CO0000000370.xml	平成二十三年政令第三百十九号	特定非営利活動促進法施行令	CabinetOrder	Heisei	23	319
平成28年/428M60000400082_20200401_501M60000400041.xml	平成二十八年経済産業省令第八十二号	国際相互承認に係る容器保安規則	MinisterialOrdinance	Heisei	28	82
平成16年/416AC0000000112_20190626_430AC0000000067.xml	平成十六年法律第百十二号	武力攻撃事態等における国民の保護のための措置に関する法律	Act	Heisei	16	112
平成13年/413CO0000000002_20150801_000000000000000.xml	平成十三年政令第二号	地方分権の推進を図るための関係法律の整備等に関する法律の施行に伴う国民年金の保険料の納付に関する経過措置に関する政令	CabinetOrder	Heisei	13	2
平成6年/406AC0000000005_20200228_501AC0000000016.xml	平成六年法律第五号	政党助成法	Act	Heisei	06	5
昭和63年/363CO0000000335_20171101_429CO0000000136.xml	昭和六十三年政令第三百三十五号	港湾労働法施行令	CabinetOrder	Showa	63	335
昭和62年/362AC0000000071_20150801_000000000000000.xml	昭和六十二年法律第七十一号	総合保養地域整備法	Act	Showa	62	71
平成25年/425M60400000003_20190701_501M60400000003.xml	平成二十五年国家公安委員会規則第三号	国家公安委員会関係警察等が取り扱う死体の死因又は身元の調査等に関する法律施行規則	Rule	Heisei	25	3
昭和27年/327CO0000000124_20190107_430CO0000000161.xml	昭和二十七年政令第百二十四号	日本国とアメリカ合衆国との間の相互協力及び安全保障条約第六条に基づく施設及び区域並びに日本国における合衆国軍隊の地位に関する協定の実施に伴う所得税法等の臨時特例に関する法律施行令	CabinetOrder	Showa	27	124
昭和41年/341M50000002005_20200131_502M60000001001.xml	昭和四十一年総理府令第五号	職員の兼業の許可に関する内閣官房令	MinisterialOrdinance	Showa	41	5
平成7年/407M50000200040_20161001_000000000000000.xml	平成七年農林水産省令第四十号	動物用医療機器及び動物用体外診断用医薬品の製造管理及び品質管理に関する省令	MinisterialOrdinance	Heisei	07	40
平成13年/413M60000200027_20190726_501M60000200019.xml	平成十三年農林水産省令第二十七号	農林水産省定員規則	MinisterialOrdinance	Heisei	13	27
昭和26年/326CO0000000191_20150801_000000000000000.xml	昭和二十六年政令第百九十一号	沖縄振興開発金融公庫の予算及び決算に関する法律施行令	CabinetOrder	Showa	26	191
平成17年/417CO0000000150_20150801_000000000000000.xml	平成十七年政令第百五十号	発達障害者支援法施行令	CabinetOrder	Heisei	17	150
昭和62年/362AC1000000115_20150801_000000000000000.xml	昭和六十二年法律第百十五号	公文書館法	Act	Showa	62	115
令和元年/501M60000802003_20200401_000000000000000.xml	令和元年内閣府・国土交通省令第三号	自然環境保全法第六十条第二項第一号に規定する担保金の提供等に関する命令	MinisterialOrdinance	Reiwa	01	003
昭和51年/351M50000400026_20171204_429M60000400086.xml	昭和五十一年通商産業省令第二十六号	石油の備蓄の確保等に関する法律施行規則	MinisterialOrdinance	Showa	51	026
平成27年/427M60000100075_20161001_000000000000000.xml	平成二十七年厚生労働省令第七十五号	子ども・子育て支援法第七十一条第八項に規定する厚生労働省令で定める権限等を定める省令	MinisterialOrdinance	Heisei	27	075
平成27年/427CO0000000110_20150801_000000000000000.xml	平成二十七年政令第百十号	小規模企業の事業活動の活性化のための中小企業基本法等の一部を改正する等の法律の一部の施行に伴う関係政令の整理及び経過措置に関する政令　抄	CabinetOrder	Heisei	27	110
平成16年/416M60000100087_20190401_431M60000100045.xml	平成十六年厚生労働省令第八十七号	遺伝子組換え生物等の使用等の規制による生物の多様性の確保に関する法律第三十二条の規定による立入検査等に関する省令	MinisterialOrdinance	Heisei	16	87
平成15年/415M60001000013_20161001_000000000000000.xml	平成十五年環境省令第十三号	環境省関係構造改革特別区域法第三十四条に規定する政令等規制事業に係る省令の特例に関する措置を定める省令	MinisterialOrdinance	Heisei	15	013
平成13年/413M60000008155_20190701_501M60000008019.xml	平成十三年総務省令第百五十五号	電気通信紛争処理委員会手続規則	MinisterialOrdinance	Heisei	13	155
昭和45年/345CO0000000272_20160401_427CO0000000300.xml	昭和四十五年政令第二百七十二号	全国新幹線鉄道整備法施行令	CabinetOrder	Showa	45	272
平成22年/422M60000200051_20190507_501M60000200001.xml	平成二十二年農林水産省令第五十一号	公共建築物等における木材の利用の促進に関する法律施行規則	MinisterialOrdinance	Heisei	22	51
平成23年/423M60000002059_20161001_000000000000000.xml	平成二十三年内閣府令第五十九号	沖縄科学技術大学院大学学園法施行規則	MinisterialOrdinance	Heisei	23	59
昭和54年/354M50000400077_20170401_999M50000400077.xml	昭和五十四年通商産業省令第七十七号	特定ガス消費機器の設置工事の監督に関する法律施行規則	MinisterialOrdinance	Showa	54	77
昭和31年/331AC1000000072_20150801_000000000000000.xml	昭和三十一年法律第七十二号	積雪寒冷特別地域における道路交通の確保に関する特別措置法	Act	Showa	31	72
平成24年/424M60000008095_20161001_000000000000000.xml	平成二十四年総務省令第九十五号	地域再生法第十七条に規定する事業を定める省令	MinisterialOrdinance	Heisei	24	095
昭和47年/347M50001000015_20190701_501M60000008019.xml	昭和四十七年郵政省令第十五号	沖縄の復帰に伴う郵政省関係法令の適用の特別措置等に関する省令	MinisterialOrdinance	Showa	47	015
平成27年/427AC1000000014_20150801_000000000000000.xml	平成二十七年法律第十四号	都市農業振興基本法	Act	Heisei	27	14
平成14年/414M60001000029_20200402_502M60001000014.xml	平成十四年環境省令第二十九号	土壌汚染対策法施行規則	MinisterialOrdinance	Heisei	14	029
昭和22年/322AC0000000135_20160401_426AC0000000069.xml	昭和二十二年法律第百三十五号	海難審判法	Act	Showa	22	135
平成2年/402CO0000000113_20150801_000000000000000.xml	平成二年政令第百十三号	森林の保健機能の増進に関する特別措置法施行令	CabinetOrder	Heisei	02	113
平成18年/418M60000100172_20180401_430M60000100002.xml	平成十八年厚生労働省令第百七十二号	障害者の日常生活及び社会生活を総合的に支援するための法律に基づく指定障害者支援施設等の人員、設備及び運営に関する基準	MinisterialOrdinance	Heisei	18	172
平成26年/426M60000010037_20190117_431M60000010001.xml	平成二十六年法務省令第三十七号	出入国管理及び難民認定法別表第一の二の表の高度専門職の項の下欄の基準を定める省令	MinisterialOrdinance	Heisei	26	37
平成15年/415AC0000000126_20170401_000000000000000.xml	平成十五年法律第百二十六号	母子家庭の母の就業の支援に関する特別措置法　抄	Act	Heisei	15	126
昭和27年/327R00000011001_20190401_431M60000080007.xml	昭和二十七年文化財保護委員会規則第一号	身分証明証票規則	Rule	Showa	27	001
平成16年/416CO0000000280_20150801_000000000000000.xml	平成十六年政令第二百八十号	武力攻撃事態等における特定公共施設等の利用に関する法律施行令	CabinetOrder	Heisei	16	280
昭和38年/338M50000080022_20190401_431M60000080007.xml	昭和三十八年文部省令第二十二号	奈良県の区域内に所在する文部科学省の所管に属する国有財産に係る不動産に関する権利の登記嘱託職員を指定する省令	MinisterialOrdinance	Showa	38	22
昭和27年/327M50000100012_20190507_501M60000100001.xml	昭和二十七年厚生省令第十二号	死産届書、死産証書及び死胎検案書に関する省令	MinisterialOrdinance	Showa	27	12
平成23年/423M60000008155_20161001_000000000000000.xml	平成二十三年総務省令第百五十五号	地方団体に対して交付すべき平成二十三年度分の震災復興特別交付税の額の算定方法、決定時期及び決定額並びに交付時期及び交付額の特例等に関する省令	MinisterialOrdinance	Heisei	23	155
平成28年/428AC1000000109_20161216_000000000000000.xml	平成二十八年法律第百九号	部落差別の解消の推進に関する法律	Act	Heisei	28	109
平成24年/424M60080000003_20161001_000000000000000.xml	平成二十四年原子力規制委員会規則第三号	原子力規制委員会の所管する法令に係る民間事業者等が行う書面の保存等における情報通信の技術の利用に関する法律施行規則	Rule	Heisei	24	003
平成19年/419M60000008094_20180401_430M60000008016.xml	平成十九年総務省令第九十四号	地域経済牽引事業の促進による地域の成長発展の基盤強化に関する法律第二十五条の地方公共団体等を定める省令	MinisterialOrdinance	Heisei	19	94
平成12年/412AC0000000132_20150801_000000000000000.xml	平成十二年法律第百三十二号	平成十一年度歳入歳出の決算上の剰余金の処理の特例に関する法律	Act	Heisei	12	132
平成7年/407CO0000000326_20200401_501CO0000000166.xml	平成七年政令第三百二十六号	古物営業法施行令	CabinetOrder	Heisei	07	326
令和元年/501CO0000000094_20190911_000000000000000.xml	令和元年政令第九十四号	令和元年六月六日から七月二十四日までの間の豪雨及び暴風雨による災害についての激甚災害並びにこれに対し適用すべき措置の指定に関する政令	CabinetOrder	Reiwa	01	094
平成17年/417CO0000000269_20150801_000000000000000.xml	平成十七年政令第二百六十九号	有限責任事業組合契約に関する法律施行令	CabinetOrder	Heisei	17	269
昭和26年/326AC1000000166_20200225_502AC0000000002.xml	昭和二十六年法律第百六十六号	家畜伝染病予防法	Act	Showa	26	166
平成3年/403AC0000000076_20190401_430AC0000000071.xml	平成三年法律第七十六号	育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律	Act	Heisei	03	76
平成13年/413M60001500001_20161001_000000000000000.xml	平成十三年厚生労働省・経済産業省・環境省令第一号	密閉形蓄電池の製造等の事業を行う者及び密閉形蓄電池使用製品の製造等の事業を行う者の使用済密閉形蓄電池の自主回収及び再資源化に関する判断の基準となるべき事項を定める省令	MinisterialOrdinance	Heisei	13	001
昭和26年/326CO0000000271_20150801_000000000000000.xml	昭和二十六年政令第二百七十一号	特別調達資金設置令施行令	CabinetOrder	Showa	26	271
平成24年/424CO0000000291_20190701_431CO0000000079.xml	平成二十四年政令第二百九十一号	消費者教育推進会議令	CabinetOrder	Heisei	24	291
平成16年/416AC0000000110_20181117_430AC0000000023.xml	平成十六年法律第百十号	景観法	Act	Heisei	16	110
平成16年/416AC0000000031_20190401_429AC0000000041.xml	平成十六年法律第三十一号	国際航海船舶及び国際港湾施設の保安の確保等に関する法律	Act	Heisei	16	31
昭和34年/334M50000800046_20190426_431M60000800036.xml	昭和三十四年運輸省令第四十六号	港湾運送事業法施行規則	MinisterialOrdinance	Showa	34	46
昭和57年/357CO0000000042_20180816_430CO0000000242.xml	昭和五十七年政令第四十二号	長期信用銀行法施行令	CabinetOrder	Showa	57	42
昭和33年/333M50010000041_20161001_000000000000000.xml	昭和三十三年農林省令第四十一号	農林漁業団体職員共済組合の財務及び会計に関する省令	MinisterialOrdinance	Showa	33	41
平成15年/415CO0000000118_20150801_000000000000000.xml	平成十五年政令第百十八号	金融機関等の更生手続の特例等に関する法律施行令	CabinetOrder	Heisei	15	118
昭和28年/328CO0000000131_20150801_000000000000000.xml	昭和二十八年政令第百三十一号	有線電気通信設備令	CabinetOrder	Showa	28	131
平成28年/428M60000400089_20190701_501M60000400017.xml	平成二十八年経済産業省令第八十九号	使用済燃料再処理機構に関する省令	MinisterialOrdinance	Heisei	28	089
昭和24年/324AC0000000149_20190401_430AC0000000039.xml	昭和二十四年法律第百四十九号	文部科学省著作教科書の出版権等に関する法律	Act	Showa	24	149
平成21年/421M60000002003_20161001_000000000000000.xml	平成二十一年内閣府令第三号	人事評価の基準、方法等に関する内閣官房令	MinisterialOrdinance	Heisei	21	3
平成30年/430M60000240003_20181022_000000000000000.xml	平成三十年財務省・農林水産省令第三号	食品等の流通の合理化及び取引の適正化に関する法律第七条第一項第二号の農林水産省令・財務省令で定める農林漁業者の組織する法人を定める省令	MinisterialOrdinance	Heisei	30	003
平成8年/408AC1000000098_20150801_000000000000000.xml	平成八年法律第九十八号	特定住宅金融専門会社が有する債権の時効の停止等に関する特別措置法	Act	Heisei	08	98
平成13年/413AC0000000147_20181025_430AC0000000075.xml	平成十三年法律第百四十七号	地方公共団体の議会の議員及び長の選挙に係る電磁的記録式投票機を用いて行う投票方法等の特例に関する法律	Act	Heisei	13	147
昭和32年/332CO0000000135_20150801_000000000000000.xml	昭和三十二年政令第百三十五号	準備預金制度に関する法律施行令	CabinetOrder	Showa	32	135
昭和31年/331CO0000000254_20150801_000000000000000.xml	昭和三十一年政令第二百五十四号	地方自治法第二百五十二条の十九第一項の指定都市の指定に関する政令	CabinetOrder	Showa	31	254
平成11年/411M50000008014_20170401_999M50000008014.xml	平成十一年自治省令第十四号	奄美群島振興開発特別措置法第三十八条の地方税の課税免除又は不均一課税に伴う措置が適用される場合等を定める省令	MinisterialOrdinance	Heisei	11	14
昭和27年/327M50000800056_20191001_430M60000800020.xml	昭和二十七年運輸省令第五十六号	航空法施行規則	MinisterialOrdinance	Showa	27	056
昭和37年/337AC0000000069_20150801_000000000000000.xml	昭和三十七年法律第六十九号	建物の区分所有等に関する法律	Act	Showa	37	69
